"DATE","TIME PERIOD","Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A)","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)"
"2006-06-30","30 Jun 2006","10.1648","0.69210"
"2006-07-03","03 Jul 2006","10.2223","0.69330"
"2006-07-04","04 Jul 2006","10.2245","0.69285"
"2006-07-05","05 Jul 2006","10.2280","0.69370"
"2006-07-06","06 Jul 2006","10.1829","0.69400"
"2006-07-07","07 Jul 2006","10.2142","0.69445"
"2006-07-10","10 Jul 2006","10.1899","0.69205"
"2006-07-11","11 Jul 2006","10.1792","0.69225"
"2006-07-12","12 Jul 2006","10.1669","0.69150"
"2006-07-13","13 Jul 2006","10.1470","0.68970"
"2006-07-14","14 Jul 2006","10.1272","0.68750"
"2006-07-17","17 Jul 2006","10.0290","0.68840"
"2006-07-18","18 Jul 2006","10.0268","0.68490"
"2006-07-19","19 Jul 2006","9.9886","0.68365"
"2006-07-20","20 Jul 2006","10.1040","0.68300"
"2006-07-21","21 Jul 2006","10.1309","0.68290"
"2006-07-24","24 Jul 2006","10.0868","0.68160"
"2006-07-25","25 Jul 2006","10.0924","0.68330"
"2006-07-26","26 Jul 2006","10.0541","0.68415"
"2006-07-27","27 Jul 2006","10.1651","0.68420"
"2006-07-28","28 Jul 2006","10.0940","0.68250"
"2006-07-31","31 Jul 2006","10.1753","0.68430"
"2006-08-01","01 Aug 2006","10.1728","0.68370"
"2006-08-02","02 Aug 2006","10.2017","0.68215"
"2006-08-03","03 Aug 2006","10.1951","0.67805"
"2006-08-04","04 Aug 2006","10.2060","0.67590"
"2006-08-07","07 Aug 2006","10.2400","0.67400"
"2006-08-08","08 Aug 2006","10.2368","0.67380"
"2006-08-09","09 Aug 2006","10.2738","0.67530"
"2006-08-10","10 Aug 2006","10.2483","0.67520"
"2006-08-11","11 Aug 2006","10.1893","0.67380"
"2006-08-14","14 Aug 2006","10.1477","0.67435"
"2006-08-15","15 Aug 2006","10.1819","0.67365"
"2006-08-16","16 Aug 2006","10.2197","0.67620"
"2006-08-17","17 Aug 2006","10.2628","0.67910"
"2006-08-18","18 Aug 2006","10.2090","0.68035"
"2006-08-21","21 Aug 2006","10.2908","0.68080"
"2006-08-22","22 Aug 2006","10.2066","0.67840"
"2006-08-23","23 Aug 2006","10.2110","0.67730"
"2006-08-24","24 Aug 2006","10.2295","0.67740"
"2006-08-25","25 Aug 2006","10.1794","0.67620"
"2006-08-28","28 Aug 2006","10.2025","0.67550"
"2006-08-29","29 Aug 2006","10.1980","0.67450"
"2006-08-30","30 Aug 2006","10.2015","0.67405"
"2006-08-31","31 Aug 2006","10.2200","0.67410"
"2006-09-01","01 Sep 2006","10.1936","0.67280"
"2006-09-04","04 Sep 2006","10.2026","0.67475"
"2006-09-05","05 Sep 2006","10.1824","0.67495"
"2006-09-06","06 Sep 2006","10.1631","0.67910"
"2006-09-07","07 Sep 2006","10.1097","0.67955"
"2006-09-08","08 Sep 2006","10.1049","0.67930"
"2006-09-11","11 Sep 2006","10.1122","0.68160"
"2006-09-12","12 Sep 2006","10.0992","0.67850"
"2006-09-13","13 Sep 2006","10.0764","0.67655"
"2006-09-14","14 Sep 2006","10.1097","0.67430"
"2006-09-15","15 Sep 2006","10.0678","0.67390"
"2006-09-18","18 Sep 2006","10.0646","0.67480"
"2006-09-19","19 Sep 2006","10.0426","0.67320"
"2006-09-20","20 Sep 2006","10.0476","0.67310"
"2006-09-21","21 Sep 2006","10.0872","0.67060"
"2006-09-22","22 Sep 2006","10.1504","0.67365"
"2006-09-25","25 Sep 2006","10.1138","0.67120"
"2006-09-26","26 Sep 2006","10.0424","0.66950"
"2006-09-27","27 Sep 2006","10.0229","0.67105"
"2006-09-28","28 Sep 2006","10.0388","0.67715"
"2006-09-29","29 Sep 2006","10.0066","0.67770"
"2006-10-02","02 Oct 2006","10.0264","0.67790"
"2006-10-03","03 Oct 2006","10.0675","0.67420"
"2006-10-04","04 Oct 2006","10.0256","0.67430"
"2006-10-05","05 Oct 2006","10.0548","0.67610"
"2006-10-06","06 Oct 2006","10.0098","0.67290"
"2006-10-09","09 Oct 2006","9.9557","0.67560"
"2006-10-10","10 Oct 2006","9.9191","0.67475"
"2006-10-11","11 Oct 2006","9.9277","0.67575"
"2006-10-12","12 Oct 2006","9.9180","0.67530"
"2006-10-13","13 Oct 2006","9.9164","0.67440"
"2006-10-16","16 Oct 2006","9.8991","0.67270"
"2006-10-17","17 Oct 2006","9.9042","0.67080"
"2006-10-18","18 Oct 2006","9.9186","0.67005"
"2006-10-19","19 Oct 2006","9.9360","0.67230"
"2006-10-20","20 Oct 2006","9.9714","0.66930"
"2006-10-23","23 Oct 2006","9.9181","0.67060"
"2006-10-24","24 Oct 2006","9.9105","0.67015"
"2006-10-25","25 Oct 2006","9.9407","0.67020"
"2006-10-26","26 Oct 2006","9.9907","0.67155"
"2006-10-27","27 Oct 2006","10.0064","0.67060"
"2006-10-30","30 Oct 2006","10.0131","0.66800"
"2006-10-31","31 Oct 2006","10.0032","0.66850"
"2006-11-01","01 Nov 2006","10.0428","0.66845"
"2006-11-02","02 Nov 2006","10.0521","0.66910"
"2006-11-03","03 Nov 2006","10.0442","0.66880"
"2006-11-06","06 Nov 2006","10.0106","0.66980"
"2006-11-07","07 Nov 2006","10.0439","0.66975"
"2006-11-08","08 Nov 2006","10.0497","0.67045"
"2006-11-09","09 Nov 2006","10.0660","0.67240"
"2006-11-10","10 Nov 2006","10.1169","0.67230"
"2006-11-13","13 Nov 2006","10.0930","0.67370"
"2006-11-14","14 Nov 2006","10.0885","0.67605"
"2006-11-15","15 Nov 2006","10.0656","0.67840"
"2006-11-16","16 Nov 2006","10.0787","0.67810"
"2006-11-17","17 Nov 2006","10.0554","0.67760"
"2006-11-20","20 Nov 2006","10.1110","0.67680"
"2006-11-21","21 Nov 2006","10.0859","0.67480"
"2006-11-22","22 Nov 2006","10.1345","0.67490"
"2006-11-23","23 Nov 2006","10.1836","0.67650"
"2006-11-24","24 Nov 2006","10.2695","0.67690"
"2006-11-27","27 Nov 2006","10.2861","0.67770"
"2006-11-28","28 Nov 2006","10.3072","0.67625"
"2006-11-29","29 Nov 2006","10.3036","0.67430"
"2006-11-30","30 Nov 2006","10.3401","0.67425"
"2006-12-01","01 Dec 2006","10.3780","0.67290"
"2006-12-04","04 Dec 2006","10.4176","0.67340"
"2006-12-05","05 Dec 2006","10.4272","0.67430"
"2006-12-06","06 Dec 2006","10.3848","0.67540"
"2006-12-07","07 Dec 2006","10.4030","0.67610"
"2006-12-08","08 Dec 2006","10.3878","0.67760"
"2006-12-11","11 Dec 2006","10.3242","0.67620"
"2006-12-12","12 Dec 2006","10.3711","0.67460"
"2006-12-13","13 Dec 2006","10.3819","0.67280"
"2006-12-14","14 Dec 2006","10.3142","0.67155"
"2006-12-15","15 Dec 2006","10.2587","0.66990"
"2006-12-18","18 Dec 2006","10.2406","0.67155"
"2006-12-19","19 Dec 2006","10.2911","0.67125"
"2006-12-20","20 Dec 2006","10.3184","0.67020"
"2006-12-21","21 Dec 2006","10.3012","0.67160"
"2006-12-22","22 Dec 2006","10.3113","0.67150"
"2006-12-25","25 Dec 2006"
"2006-12-26","26 Dec 2006"
"2006-12-27","27 Dec 2006","10.2923","0.67085"
"2006-12-28","28 Dec 2006","10.2935","0.67115"
"2006-12-29","29 Dec 2006","10.2793","0.67150"
"2007-01-01","01 Jan 2007"
"2007-01-02","02 Jan 2007","10.3574","0.67350"
"2007-01-03","03 Jan 2007","10.3269","0.67470"
"2007-01-04","04 Jan 2007","10.2345","0.67390"
"2007-01-05","05 Jan 2007","10.2117","0.67470"
"2007-01-08","08 Jan 2007","10.1668","0.67310"
"2007-01-09","09 Jan 2007","10.1605","0.67025"
"2007-01-10","10 Jan 2007","10.1399","0.67020"
"2007-01-11","11 Jan 2007","10.1209","0.66540"
"2007-01-12","12 Jan 2007","10.0545","0.66165"
"2007-01-15","15 Jan 2007","10.0834","0.65845"
"2007-01-16","16 Jan 2007","10.0904","0.65920"
"2007-01-17","17 Jan 2007","10.0355","0.65685"
"2007-01-18","18 Jan 2007","10.0417","0.65650"
"2007-01-19","19 Jan 2007","10.0734","0.65650"
"2007-01-22","22 Jan 2007","10.0568","0.65485"
"2007-01-23","23 Jan 2007","10.1426","0.65520"
"2007-01-24","24 Jan 2007","10.1081","0.65950"
"2007-01-25","25 Jan 2007","10.0846","0.65850"
"2007-01-26","26 Jan 2007","10.0316","0.65825"
"2007-01-29","29 Jan 2007","10.0454","0.66020"
"2007-01-30","30 Jan 2007","10.0857","0.66030"
"2007-01-31","31 Jan 2007","10.0703","0.66325"
"2007-02-01","01 Feb 2007","10.1016","0.66130"
"2007-02-02","02 Feb 2007","10.0983","0.66135"
"2007-02-05","05 Feb 2007","10.0310","0.66115"
"2007-02-06","06 Feb 2007","10.0473","0.65780"
"2007-02-07","07 Feb 2007","10.0623","0.65850"
"2007-02-08","08 Feb 2007","10.0659","0.66320"
"2007-02-09","09 Feb 2007","10.0773","0.66755"
"2007-02-12","12 Feb 2007","10.0500","0.66565"
"2007-02-13","13 Feb 2007","10.1131","0.66995"
"2007-02-14","14 Feb 2007","10.1484","0.66930"
"2007-02-15","15 Feb 2007","10.1884","0.67115"
"2007-02-16","16 Feb 2007","10.1575","0.67310"
"2007-02-19","19 Feb 2007","10.1676","0.67510"
"2007-02-20","20 Feb 2007","10.1776","0.67330"
"2007-02-21","21 Feb 2007","10.1776","0.67260"
"2007-02-22","22 Feb 2007","10.1475","0.67190"
"2007-02-23","23 Feb 2007","10.1691","0.66920"
"2007-02-26","26 Feb 2007","10.2036","0.67060"
"2007-02-27","27 Feb 2007","10.2420","0.67370"
"2007-02-28","28 Feb 2007","10.2260","0.67365"
"2007-03-01","01 Mar 2007","10.2408","0.67365"
"2007-03-02","02 Mar 2007","10.1967","0.67680"
"2007-03-05","05 Mar 2007","10.1393","0.68220"
"2007-03-06","06 Mar 2007","10.1414","0.67965"
"2007-03-07","07 Mar 2007","10.1665","0.68120"
"2007-03-08","08 Mar 2007","10.1796","0.68140"
"2007-03-09","09 Mar 2007","10.1879","0.68060"
"2007-03-12","12 Mar 2007","10.1985","0.68220"
"2007-03-13","13 Mar 2007","10.2347","0.68310"
"2007-03-14","14 Mar 2007","10.2010","0.68535"
"2007-03-15","15 Mar 2007","10.2422","0.68275"
"2007-03-16","16 Mar 2007","10.3082","0.68420"
"2007-03-19","19 Mar 2007","10.2912","0.68325"
"2007-03-20","20 Mar 2007","10.2878","0.67910"
"2007-03-21","21 Mar 2007","10.2808","0.67890"
"2007-03-22","22 Mar 2007","10.3158","0.67855"
"2007-03-23","23 Mar 2007","10.2991","0.67780"
"2007-03-26","26 Mar 2007","10.2647","0.67635"
"2007-03-27","27 Mar 2007","10.3218","0.67900"
"2007-03-28","28 Mar 2007","10.3173","0.67950"
"2007-03-29","29 Mar 2007","10.3171","0.67930"
"2007-03-30","30 Mar 2007","10.2951","0.67980"
"2007-04-02","02 Apr 2007","10.3373","0.67610"
"2007-04-03","03 Apr 2007","10.3277","0.67610"
"2007-04-04","04 Apr 2007","10.3244","0.67665"
"2007-04-05","05 Apr 2007","10.3297","0.67970"
"2007-04-06","06 Apr 2007"
"2007-04-09","09 Apr 2007"
"2007-04-10","10 Apr 2007","10.3850","0.68030"
"2007-04-11","11 Apr 2007","10.3654","0.67880"
"2007-04-12","12 Apr 2007","10.4046","0.68070"
"2007-04-13","13 Apr 2007","10.4490","0.68090"
"2007-04-16","16 Apr 2007","10.4784","0.68055"
"2007-04-17","17 Apr 2007","10.4722","0.67630"
"2007-04-18","18 Apr 2007","10.4839","0.67730"
"2007-04-19","19 Apr 2007","10.4952","0.67930"
"2007-04-20","20 Apr 2007","10.5010","0.67930"
"2007-04-23","23 Apr 2007","10.4722","0.67800"
"2007-04-24","24 Apr 2007","10.4936","0.67930"
"2007-04-25","25 Apr 2007","10.5317","0.68100"
"2007-04-26","26 Apr 2007","10.5047","0.68215"
"2007-04-27","27 Apr 2007","10.5235","0.68225"
"2007-04-30","30 Apr 2007","10.4812","0.68270"
"2007-05-01","01 May 2007"
"2007-05-02","02 May 2007","10.4681","0.68210"
"2007-05-03","03 May 2007","10.4873","0.68280"
"2007-05-04","04 May 2007","10.4473","0.68280"
"2007-05-07","07 May 2007","10.4889","0.68230"
"2007-05-08","08 May 2007","10.4342","0.68030"
"2007-05-09","09 May 2007","10.4132","0.67985"
"2007-05-10","10 May 2007","10.4071","0.68070"
"2007-05-11","11 May 2007","10.3527","0.68130"
"2007-05-14","14 May 2007","10.4060","0.68435"
"2007-05-15","15 May 2007","10.4064","0.68485"
"2007-05-16","16 May 2007","10.4275","0.68485"
"2007-05-17","17 May 2007","10.3677","0.68385"
"2007-05-18","18 May 2007","10.3350","0.68390"
"2007-05-21","21 May 2007","10.3079","0.68265"
"2007-05-22","22 May 2007","10.2986","0.68175"
"2007-05-23","23 May 2007","10.3239","0.67940"
"2007-05-24","24 May 2007","10.2903","0.67670"
"2007-05-25","25 May 2007","10.2860","0.67750"
"2007-05-28","28 May 2007","10.2848","0.67853"
"2007-05-29","29 May 2007","10.3340","0.67980"
"2007-05-30","30 May 2007","10.2624","0.67950"
"2007-05-31","31 May 2007","10.2870","0.68005"
"2007-06-01","01 Jun 2007","10.2749","0.67925"
"2007-06-04","04 Jun 2007","10.3153","0.67795"
"2007-06-05","05 Jun 2007","10.3401","0.67830"
"2007-06-06","06 Jun 2007","10.3183","0.67830"
"2007-06-07","07 Jun 2007","10.3028","0.67900"
"2007-06-08","08 Jun 2007","10.2187","0.67885"
"2007-06-11","11 Jun 2007","10.2342","0.67840"
"2007-06-12","12 Jun 2007","10.2004","0.67600"
"2007-06-13","13 Jun 2007","10.1460","0.67450"
"2007-06-14","14 Jun 2007","10.1682","0.67605"
"2007-06-15","15 Jun 2007","10.1525","0.67595"
"2007-06-18","18 Jun 2007","10.2290","0.67630"
"2007-06-19","19 Jun 2007","10.2097","0.67465"
"2007-06-20","20 Jun 2007","10.2287","0.67370"
"2007-06-21","21 Jun 2007","10.2069","0.67210"
"2007-06-22","22 Jun 2007","10.2430","0.67305"
"2007-06-25","25 Jun 2007","10.2565","0.67350"
"2007-06-26","26 Jun 2007","10.2510","0.67315"
"2007-06-27","27 Jun 2007","10.2381","0.67295"
"2007-06-28","28 Jun 2007","10.2553","0.67215"
"2007-06-29","29 Jun 2007","10.2816","0.67400"
"2007-07-02","02 Jul 2007","10.3333","0.67565"
"2007-07-03","03 Jul 2007","10.3291","0.67510"
"2007-07-04","04 Jul 2007","10.3425","0.67535"
"2007-07-05","05 Jul 2007","10.3642","0.67560"
"2007-07-06","06 Jul 2007","10.3343","0.67635"
"2007-07-09","09 Jul 2007","10.3540","0.67630"
"2007-07-10","10 Jul 2007","10.3602","0.67735"
"2007-07-11","11 Jul 2007","10.4015","0.67695"
"2007-07-12","12 Jul 2007","10.4338","0.67830"
"2007-07-13","13 Jul 2007","10.4323","0.67795"
"2007-07-16","16 Jul 2007","10.4292","0.67655"
"2007-07-17","17 Jul 2007","10.4149","0.67320"
"2007-07-18","18 Jul 2007","10.4224","0.67200"
"2007-07-19","19 Jul 2007","10.4523","0.67455"
"2007-07-20","20 Jul 2007","10.4544","0.67220"
"2007-07-23","23 Jul 2007","10.4514","0.67155"
"2007-07-24","24 Jul 2007","10.4612","0.67070"
"2007-07-25","25 Jul 2007","10.3871","0.66905"
"2007-07-26","26 Jul 2007","10.3814","0.67080"
"2007-07-27","27 Jul 2007","10.3233","0.67200"
"2007-07-30","30 Jul 2007","10.3363","0.67530"
"2007-07-31","31 Jul 2007","10.3795","0.67400"
"2007-08-01","01 Aug 2007","10.3434","0.67460"
"2007-08-02","02 Aug 2007","10.3461","0.67325"
"2007-08-03","03 Aug 2007","10.3636","0.67330"
"2007-08-06","06 Aug 2007","10.4478","0.68015"
"2007-08-07","07 Aug 2007","10.4425","0.68055"
"2007-08-08","08 Aug 2007","10.4487","0.67795"
"2007-08-09","09 Aug 2007","10.3854","0.67705"
"2007-08-10","10 Aug 2007","10.3385","0.67685"
"2007-08-13","13 Aug 2007","10.3495","0.67775"
"2007-08-14","14 Aug 2007","10.2965","0.67880"
"2007-08-15","15 Aug 2007","10.2226","0.67750"
"2007-08-16","16 Aug 2007","10.1932","0.67560"
"2007-08-17","17 Aug 2007","10.2184","0.67920"
"2007-08-20","20 Aug 2007","10.2244","0.67890"
"2007-08-21","21 Aug 2007","10.2534","0.68105"
"2007-08-22","22 Aug 2007","10.2547","0.67865"
"2007-08-23","23 Aug 2007","10.2986","0.67650"
"2007-08-24","24 Aug 2007","10.3019","0.67885"
"2007-08-27","27 Aug 2007","10.3260","0.67770"
"2007-08-28","28 Aug 2007","10.3252","0.67890"
"2007-08-29","29 Aug 2007","10.2896","0.67720"
"2007-08-30","30 Aug 2007","10.2633","0.67800"
"2007-08-31","31 Aug 2007","10.3404","0.67795"
"2007-09-03","03 Sep 2007","10.2844","0.67575"
"2007-09-04","04 Sep 2007","10.2525","0.67520"
"2007-09-05","05 Sep 2007","10.2585","0.67600"
"2007-09-06","06 Sep 2007","10.3042","0.67730"
"2007-09-07","07 Sep 2007","10.3261","0.67730"
"2007-09-10","10 Sep 2007","10.3758","0.67945"
"2007-09-11","11 Sep 2007","10.4001","0.68020"
"2007-09-12","12 Sep 2007","10.4437","0.68370"
"2007-09-13","13 Sep 2007","10.4373","0.68525"
"2007-09-14","14 Sep 2007","10.4172","0.68915"
"2007-09-17","17 Sep 2007","10.4393","0.69430"
"2007-09-18","18 Sep 2007","10.4319","0.69520"
"2007-09-19","19 Sep 2007","10.5001","0.69865"
"2007-09-20","20 Sep 2007","10.5428","0.69880"
"2007-09-21","21 Sep 2007","10.5418","0.69730"
"2007-09-24","24 Sep 2007","10.5997","0.69690"
"2007-09-25","25 Sep 2007","10.5953","0.70035"
"2007-09-26","26 Sep 2007","10.6164","0.70050"
"2007-09-27","27 Sep 2007","10.6560","0.69930"
"2007-09-28","28 Sep 2007","10.6429","0.69680"
"2007-10-01","01 Oct 2007","10.6827","0.69735"
"2007-10-02","02 Oct 2007","10.6324","0.69380"
"2007-10-03","03 Oct 2007","10.6549","0.69560"
"2007-10-04","04 Oct 2007","10.5904","0.69355"
"2007-10-05","05 Oct 2007","10.6106","0.69285"
"2007-10-08","08 Oct 2007","10.5755","0.69125"
"2007-10-09","09 Oct 2007","10.5516","0.69185"
"2007-10-10","10 Oct 2007","10.6258","0.69260"
"2007-10-11","11 Oct 2007","10.6573","0.69700"
"2007-10-12","12 Oct 2007","10.6475","0.69850"
"2007-10-15","15 Oct 2007","10.7099","0.69695"
"2007-10-16","16 Oct 2007","10.6380","0.69650"
"2007-10-17","17 Oct 2007","10.6719","0.69730"
"2007-10-18","18 Oct 2007","10.7401","0.69800"
"2007-10-19","19 Oct 2007","10.7274","0.69730"
"2007-10-22","22 Oct 2007","10.6367","0.69750"
"2007-10-23","23 Oct 2007","10.6972","0.69575"
"2007-10-24","24 Oct 2007","10.6620","0.69550"
"2007-10-25","25 Oct 2007","10.7060","0.69765"
"2007-10-26","26 Oct 2007","10.7845","0.70100"
"2007-10-29","29 Oct 2007","10.7566","0.69895"
"2007-10-30","30 Oct 2007","10.7632","0.69720"
"2007-10-31","31 Oct 2007","10.7818","0.69730"
"2007-11-01","01 Nov 2007","10.7490","0.69240"
"2007-11-02","02 Nov 2007","10.7953","0.69510"
"2007-11-05","05 Nov 2007","10.8009","0.69620"
"2007-11-06","06 Nov 2007","10.8419","0.69685"
"2007-11-07","07 Nov 2007","10.9563","0.69960"
"2007-11-08","08 Nov 2007","10.8832","0.69625"
"2007-11-09","09 Nov 2007","10.8813","0.70040"
"2007-11-12","12 Nov 2007","10.8064","0.70445"
"2007-11-13","13 Nov 2007","10.8581","0.70470"
"2007-11-14","14 Nov 2007","10.9152","0.71040"
"2007-11-15","15 Nov 2007","10.8662","0.71485"
"2007-11-16","16 Nov 2007","10.8794","0.71625"
"2007-11-19","19 Nov 2007","10.8859","0.71445"
"2007-11-20","20 Nov 2007","10.9731","0.71715"
"2007-11-21","21 Nov 2007","10.9787","0.71970"
"2007-11-22","22 Nov 2007","10.9950","0.71855"
"2007-11-23","23 Nov 2007","10.9675","0.72025"
"2007-11-26","26 Nov 2007","10.9807","0.71795"
"2007-11-27","27 Nov 2007","10.9830","0.71855"
"2007-11-28","28 Nov 2007","10.9047","0.71375"
"2007-11-29","29 Nov 2007","10.8802","0.71475"
"2007-11-30","30 Nov 2007","10.9231","0.71455"
"2007-12-03","03 Dec 2007","10.8565","0.71070"
"2007-12-04","04 Dec 2007","10.9061","0.71490"
"2007-12-05","05 Dec 2007","10.8751","0.72240"
"2007-12-06","06 Dec 2007","10.7838","0.71850"
"2007-12-07","07 Dec 2007","10.8447","0.72020"
"2007-12-10","10 Dec 2007","10.8843","0.71950"
"2007-12-11","11 Dec 2007","10.8287","0.71600"
"2007-12-12","12 Dec 2007","10.8257","0.71960"
"2007-12-13","13 Dec 2007","10.8202","0.71935"
"2007-12-14","14 Dec 2007","10.6953","0.71570"
"2007-12-17","17 Dec 2007","10.6325","0.71370"
"2007-12-18","18 Dec 2007","10.6465","0.71485"
"2007-12-19","19 Dec 2007","10.6115","0.71750"
"2007-12-20","20 Dec 2007","10.5744","0.72150"
"2007-12-21","21 Dec 2007","10.5975","0.72360"
"2007-12-24","24 Dec 2007","10.5789","0.72710"
"2007-12-25","25 Dec 2007"
"2007-12-26","26 Dec 2007"
"2007-12-27","27 Dec 2007","10.6221","0.72885"
"2007-12-28","28 Dec 2007","10.7312","0.73480"
"2007-12-31","31 Dec 2007","10.7524","0.73335"
"2008-01-01","01 Jan 2008"
"2008-01-02","02 Jan 2008","10.7125","0.74130"
"2008-01-03","03 Jan 2008","10.7291","0.74480"
"2008-01-04","04 Jan 2008","10.7109","0.74495"
"2008-01-07","07 Jan 2008","10.7021","0.74625"
"2008-01-08","08 Jan 2008","10.6822","0.74450"
"2008-01-09","09 Jan 2008","10.6606","0.74865"
"2008-01-10","10 Jan 2008","10.6621","0.74930"
"2008-01-11","11 Jan 2008","10.7420","0.75550"
"2008-01-14","14 Jan 2008","10.8013","0.76000"
"2008-01-15","15 Jan 2008","10.7806","0.75650"
"2008-01-16","16 Jan 2008","10.6982","0.75400"
"2008-01-17","17 Jan 2008","10.6488","0.74615"
"2008-01-18","18 Jan 2008","10.6266","0.74810"
"2008-01-21","21 Jan 2008","10.4799","0.74325"
"2008-01-22","22 Jan 2008","10.4925","0.74265"
"2008-01-23","23 Jan 2008","10.5399","0.74720"
"2008-01-24","24 Jan 2008","10.5996","0.74685"
"2008-01-25","25 Jan 2008","10.6026","0.74250"
"2008-01-28","28 Jan 2008","10.6192","0.74300"
"2008-01-29","29 Jan 2008","10.6284","0.74295"
"2008-01-30","30 Jan 2008","10.6508","0.74340"
"2008-01-31","31 Jan 2008","10.6793","0.74770"
"2008-02-01","01 Feb 2008","10.7037","0.74955"
"2008-02-04","04 Feb 2008","10.6597","0.75020"
"2008-02-05","05 Feb 2008","10.5511","0.74605"
"2008-02-06","06 Feb 2008","10.5037","0.74700"
"2008-02-07","07 Feb 2008","10.4760","0.74910"
"2008-02-08","08 Feb 2008","10.4261","0.74480"
"2008-02-11","11 Feb 2008","10.4470","0.74620"
"2008-02-12","12 Feb 2008","10.4441","0.74510"
"2008-02-13","13 Feb 2008","10.5019","0.74315"
"2008-02-14","14 Feb 2008","10.5167","0.74160"
"2008-02-15","15 Feb 2008","10.5396","0.74780"
"2008-02-18","18 Feb 2008","10.4827","0.75030"
"2008-02-19","19 Feb 2008","10.5523","0.75550"
"2008-02-20","20 Feb 2008","10.4697","0.75440"
"2008-02-21","21 Feb 2008","10.5234","0.75270"
"2008-02-22","22 Feb 2008","10.6041","0.75480"
"2008-02-25","25 Feb 2008","10.5974","0.75370"
"2008-02-26","26 Feb 2008","10.6468","0.75360"
"2008-02-27","27 Feb 2008","10.7444","0.75760"
"2008-02-28","28 Feb 2008","10.7560","0.76135"
"2008-02-29","29 Feb 2008","10.7860","0.76520"
"2008-03-03","03 Mar 2008","10.8004","0.76600"
"2008-03-04","04 Mar 2008","10.8054","0.76560"
"2008-03-05","05 Mar 2008","10.8015","0.76850"
"2008-03-06","06 Mar 2008","10.8855","0.76380"
"2008-03-07","07 Mar 2008","10.9630","0.76470"
"2008-03-10","10 Mar 2008","10.8958","0.76050"
"2008-03-11","11 Mar 2008","10.9235","0.76455"
"2008-03-12","12 Mar 2008","10.9902","0.76660"
"2008-03-13","13 Mar 2008","11.0441","0.76580"
"2008-03-14","14 Mar 2008","11.0318","0.76755"
"2008-03-17","17 Mar 2008","11.1699","0.78570"
"2008-03-18","18 Mar 2008","11.1675","0.78170"
"2008-03-19","19 Mar 2008","11.0833","0.78590"
"2008-03-20","20 Mar 2008","10.8757","0.77830"
"2008-03-21","21 Mar 2008"
"2008-03-24","24 Mar 2008"
"2008-03-25","25 Mar 2008","10.9680","0.78105"
"2008-03-26","26 Mar 2008","11.0470","0.78810"
"2008-03-27","27 Mar 2008","11.0668","0.78290"
"2008-03-28","28 Mar 2008","11.0762","0.79080"
"2008-03-31","31 Mar 2008","11.0874","0.79580"
"2008-04-01","01 Apr 2008","10.9802","0.78880"
"2008-04-02","02 Apr 2008","10.9712","0.78850"
"2008-04-03","03 Apr 2008","10.8927","0.78320"
"2008-04-04","04 Apr 2008","11.0302","0.78550"
"2008-04-07","07 Apr 2008","10.9875","0.78935"
"2008-04-08","08 Apr 2008","10.9871","0.79740"
"2008-04-09","09 Apr 2008","11.0109","0.79770"
"2008-04-10","10 Apr 2008","11.0992","0.80110"
"2008-04-11","11 Apr 2008","11.0934","0.80170"
"2008-04-14","14 Apr 2008","11.1067","0.79860"
"2008-04-15","15 Apr 2008","11.0677","0.80490"
